0.0000	1020.6238	394.0114	525.3761	1078.9708	643.8672	875.7974	319.3525	757.5863	859.2793	1066.3827	372.9799	430.1163	1493.2950	962.5658	901.6984	1186.1197	807.7586	1141.2703	239.7269	1078.7052	1190.6452	999.5089	897.3962	394.8189	548.2335	1594.3952	694.7841	806.9876	743.8064	575.9141	853.1319	1195.2611	180.6018	510.5536	1110.8758	399.4897	751.9003	1229.4039	537.5872	955.9801	1491.7362	926.3504	556.5043	545.0550	592.5572	1193.1220	988.8680	875.2651	822.1368	1277.1132	712.3370	779.4832	535.3812	760.3453	1077.6539	944.8201	479.7520	534.4390	1408.2091	338.5646	418.7434	770.3934	1307.8964	1463.0629	1209.9893	842.8962	1074.5650	844.9876	543.2983	322.8452	1161.0844	859.0285	1263.6519	421.0012	652.6944	997.0160	1345.7106	1338.7446	790.3702	971.8462	860.9297	1172.6658	836.2356	888.6056	440.9535	267.0599	195.9796	1162.1467	862.2598	1155.6769	713.6561	819.4205	1026.4156	1103.8859	1259.5114	496.3426	396.7732	284.4820	938.1327
1020.6238	0.0000	1383.6336	1517.8264	1748.5368	1610.0093	263.2451	1307.0138	906.0121	1738.4878	1014.0399	737.9871	1419.8778	1791.1519	1003.9482	704.9177	1544.3215	1808.3487	1044.0694	836.7999	1060.9072	1571.1757	94.1116	1916.4877	1415.0594	577.2218	873.0596	527.9564	897.6692	1072.0154	1253.6259	456.2072	1389.8093	1177.0217	1507.1782	1724.8223	1361.6920	517.0542	720.7947	1555.2739	1165.2129	1874.3586	1199.2831	1226.0587	1553.1658	489.5600	1360.5062	75.2130	1868.9088	460.9056	1741.6547	1190.5835	348.8911	1552.0941	1780.4567	824.1511	122.4827	806.0006	1542.9802	553.9458	1345.3078	605.2214	1762.9705	1839.0476	680.0000	1720.3689	1046.8357	1443.4753	1290.8249	892.1581	1125.3417	1009.6435	412.0449	1494.5344	1369.3330	733.8726	39.6232	1502.9604	772.8648	1449.2571	707.8658	430.5729	684.2996	914.5321	748.6555	613.0489	1281.3001	1216.4395	828.8028	1875.5386	1785.0137	1067.5448	1808.6163	233.2381	102.5914	958.3006	797.1606	1302.5222	750.2193	839.2151
394.0114	1383.6336	0.0000	134.6291	819.6981	542.1291	1262.2726	77.1298	1110.9725	499.7940	1418.0793	663.7115	36.6742	1369.4908	1055.2507	1104.1907	1077.9262	424.7364	1494.0084	548.3357	1164.4956	1070.4284	1349.7292	597.7165	203.0394	942.1916	1840.1666	974.0329	1163.6443	780.3006	787.8705	1247.1299	1163.8024	339.4378	123.6932	878.7776	69.0000	1025.3687	1452.7908	306.7784	975.2359	1329.0546	923.3168	465.0871	177.8820	916.4262	1174.4416	1342.6932	487.2556	1216.1332	1100.8020	674.8667	1100.5821	203.2978	461.0640	1250.8785	1319.8060	683.9656	357.0014	1706.2034	74.8131	798.7822	381.2938	1093.8236	1737.0671	1019.5906	1170.0996	983.2217	774.3675	684.0029	324.0062	1520.7189	1252.5354	1203.0017	450.8714	1033.3368	1364.2067	1304.9582	1563.3125	599.5498	1356.6842	1254.7370	1399.6485	1191.0269	1268.1755	831.9525	146.0137	229.9935	1343.7157	497.8966	908.6980	1024.6648	428.9114	1412.2132	1473.3679	1412.6493	700.8459	502.8021	634.0544	1094.0128
525.3761	1517.8264	134.6291	0.0000	791.3090	535.4521	1396.3800	211.7404	1222.5158	419.3197	1526.9787	794.7440	98.0816	1385.3989	1144.6611	1216.6972	1106.0289	290.6303	1602.9180	681.8776	1249.9700	1094.3089	1483.0084	496.7293	243.7417	1073.3592	1955.8701	1100.5294	1275.9205	864.0394	865.0578	1378.0196	1215.8129	448.7906	20.6155	861.7569	166.4812	1150.6285	1566.0351	280.2642	1047.4015	1330.6544	990.7416	534.8467	76.5310	1048.3663	1230.2227	1476.2791	352.6656	1347.0431	1101.7849	743.4649	1231.4812	135.0741	368.2458	1355.5818	1454.4322	804.7820	346.8789	1831.9784	189.3198	933.1763	246.7590	1078.6867	1858.5901	1016.8628	1272.3749	1020.2206	826.9462	794.5596	438.3207	1632.1890	1384.4024	1244.5995	504.9455	1155.4263	1498.6210	1351.0444	1676.0671	617.1588	1479.7152	1386.1962	1513.9884	1302.4477	1388.8931	964.9974	265.0000	348.7865	1449.1849	369.6701	883.3555	1123.7317	294.7711	1546.4349	1607.8458	1511.0040	821.2430	572.1058	768.5376	1197.2088
1078.9708	1748.5368	819.6981	791.3090	0.0000	1326.2945	1744.8934	847.2001	1832.0221	433.0739	2138.4971	1074.9530	807.3525	669.9284	901.0888	1149.2302	487.1817	836.6122	2212.0922	1052.7911	947.7241	456.6158	1677.2704	1168.8088	1015.8051	1532.6298	1810.5496	1222.7072	1879.1565	696.0934	1595.1693	1811.6523	702.1574	1123.6089	809.5042	96.7729	761.9829	1243.7524	1439.8403	1070.6194	715.1224	574.2587	650.4898	560.5649	858.8859	1276.9628	735.5719	1682.7626	813.9834	1782.9428	361.3862	559.9732	1400.7141	922.2933	1087.2153	1183.8733	1739.3565	954.6518	1138.1709	1829.1050	890.2966	1329.6992	786.4477	296.5215	1792.7022	275.1363	1921.8595	478.8027	485.1495	858.2103	766.4757	2226.5877	1799.3921	665.4397	1270.5432	1703.2076	1747.0618	776.5005	1529.6251	310.6719	1999.4962	1808.9715	1407.2203	1909.0615	1932.6360	1402.9775	943.4008	1010.8541	1266.5169	947.0048	92.8924	1789.9947	778.0925	1874.6106	1851.0197	1255.9176	960.0260	1319.6231	1150.3460	1049.1906
643.8672	1610.0093	542.1291	535.4521	1326.2945	0.0000	1413.8359	558.6528	1000.4179	931.9539	1262.0036	1016.4964	539.5785	1909.4965	1551.9878	1536.9727	1619.9448	601.3327	1333.3375	882.8771	1666.0930	1611.9606	1606.2755	421.6835	344.0363	1054.3799	2238.2558	1338.5141	1053.0812	1292.8345	520.0346	1322.4844	1700.6222	463.4587	517.9846	1397.0948	610.8887	1395.7152	1871.2031	255.7049	1497.9710	1862.4527	1451.2925	999.3648	467.9850	1228.9333	1709.0655	1591.8194	671.0961	1294.4451	1633.4861	1205.5260	1412.9122	404.4280	351.5508	1705.9264	1514.5428	1106.3241	189.4466	2043.6443	494.1225	1013.6217	616.3319	1614.0266	2104.6354	1549.7138	989.0020	1525.0879	1313.0015	1145.3785	811.6083	1377.0294	1345.2186	1743.7170	240.7094	1021.8224	1580.2848	1844.0011	1981.0427	1138.3093	1323.3896	1339.5242	1814.7507	1071.2987	1219.1493	997.0160	489.6121	490.6577	1793.9509	558.5741	1418.5528	839.4343	655.5341	1558.9439	1679.0965	1882.1397	1123.6837	312.9505	921.8031	1558.0552
875.7974	263.2451	1262.2726	1396.3800	1744.8934	1413.8359	0.0000	1185.3173	643.8447	1669.7191	759.8717	676.6720	1298.9384	1883.6000	1109.7252	832.2674	1612.5771	1682.6589	795.8800	740.0027	1187.1857	1635.2446	326.0751	1751.5048	1259.5956	359.4844	1129.0868	586.5970	634.4762	1111.6497	1017.1411	196.0230	1489.0991	1010.0347	1383.0430	1735.6157	1252.4221	601.8978	933.8206	1391.6009	1244.9390	1949.1911	1266.1761	1194.3978	1420.6738	477.2306	1464.4975	301.0266	1748.6137	197.9899	1791.8686	1204.7925	433.0139	1410.0135	1620.0395	985.1563	140.8119	792.1900	1369.6956	816.3198	1213.1879	464.3888	1642.9939	1875.5207	938.7321	1758.1766	783.8271	1503.8860	1322.0004	895.7946	1048.9233	766.6720	152.1611	1590.7976	1175.6364	477.5825	223.6605	1616.7053	1001.5318	1435.9554	459.3082	171.2921	889.2806	651.3102	489.0368	436.7436	1142.8403	1068.9401	1010.2396	1737.3834	1793.6510	809.9247	1691.1064	150.6851	286.5048	1143.0004	788.7515	1101.4218	641.2527	961.0099
319.3525	1307.0138	77.1298	211.7404	847.2001	558.6528	1185.3173	0.0000	1048.2199	556.7989	1356.4461	590.0034	113.7805	1368.4005	1010.3034	1043.4184	1071.2693	501.5376	1432.2639	472.4881	1121.6653	1066.3217	1273.8634	659.8257	215.1279	867.0006	1776.2641	903.4827	1100.3131	740.9845	749.0961	1172.0000	1142.1580	285.0000	200.1924	899.5493	90.6973	955.6673	1390.8990	343.7586	942.0340	1336.3761	893.5508	441.0000	249.8740	841.7422	1150.4130	1266.5836	564.3837	1141.0000	1109.7333	647.0131	1026.6158	265.1660	521.2840	1195.0732	1242.7248	618.4788	382.6238	1635.6262	65.9697	721.7091	458.4234	1111.8332	1669.3607	1031.2012	1113.1235	971.9424	755.5567	626.3809	268.7769	1457.3610	1176.8228	1187.4991	433.7972	963.9129	1287.3838	1286.2430	1501.6128	605.0264	1286.3269	1179.2650	1337.0898	1128.1879	1199.3407	755.6309	96.2133	171.1432	1287.1973	572.1765	933.6943	970.2087	505.9802	1335.2022	1396.4791	1360.6796	635.6115	473.8576	557.1966	1039.6600
757.5863	906.0121	1110.9725	1222.5158	1832.0221	1000.4179	643.8447	1048.2199	0.0000	1604.5716	309.1812	858.3105	1142.2771	2172.6024	1491.8586	1288.5065	1870.2110	1461.5940	384.6102	812.2192	1596.1059	1882.1958	956.9206	1407.9989	1005.0995	425.9589	1752.8608	1006.5744	54.3323	1371.6184	493.3559	463.7639	1819.9648	774.1279	1203.4151	1856.9464	1137.3957	1051.2455	1498.6451	1089.9748	1562.8708	2196.7508	1556.7999	1287.7865	1211.0136	847.1511	1806.6004	933.1265	1536.5422	450.6440	1996.6284	1397.5783	939.3280	1173.1709	1302.1244	1471.1196	783.7474	1023.8520	1039.7317	1454.6924	1039.6831	609.8697	1442.2708	2043.7148	1569.1966	1938.3201	146.0034	1755.1219	1533.1748	1131.0349	1066.1520	409.8707	505.1069	1907.4593	805.0621	193.6208	866.6718	1966.2513	1585.1669	1534.1473	338.2366	489.2617	1446.0387	80.0562	233.7541	521.1804	965.1218	881.0068	1524.4619	1475.1437	1905.0354	191.0236	1492.4064	739.5958	923.7408	1652.4896	1031.9133	717.0565	734.6353	1389.5222
859.2793	1738.4878	499.7940	419.3197	433.0739	931.9539	1669.7191	556.7989	1604.5716	0.0000	1913.0763	1004.1061	473.5198	1093.0714	1103.9511	1273.7963	862.9444	403.7140	1988.8502	930.1882	1185.4484	840.2244	1684.9252	736.2099	662.6953	1388.6054	1999.7222	1249.3622	1656.3556	833.5184	1280.8318	1689.8547	1036.3252	838.4748	439.8204	522.8614	467.1841	1287.4180	1608.8645	680.0625	951.1745	1006.4472	884.2104	537.0438	470.8206	1249.0336	1061.8215	1683.9623	383.0196	1659.1884	787.2820	680.8825	1411.4478	532.8865	660.9100	1365.7983	1699.3322	943.4410	751.1165	1945.7204	574.2273	1212.5547	355.1296	728.9911	1941.0358	699.1430	1668.9724	811.3797	694.2197	883.5485	621.0201	2013.1905	1688.0098	1030.7905	924.2105	1511.9302	1727.2875	1144.2491	1712.0386	425.1141	1830.3338	1693.3520	1564.9645	1684.4622	1747.8595	1266.1489	644.6100	726.5294	1457.9993	514.0243	523.9179	1524.3097	345.0232	1814.0176	1836.8530	1484.2587	955.6239	989.4524	1030.1811	1210.7593
